Rank,Performance,Name,Year,Coach,Club,Venue,Date
25,35.71,Beth Matthews,1,,Andover,Portsmouth,9 Sep 17
26,35.54,Katie Loach,2,John Dill,Swindon,Tidworth,14 May 17
27,35.40,Natalie Owen,1,Michael Lee,Menai,Wrexham,23 Sep 17
28,35.27,Indigo Atkin,2,,Kingston upon Hull,Hull,18 Jun 17
29,35.24,Lily Welton,2,,Scunthorpe & District AC (Defunct),Leigh,20 Aug 17
30,35.16,Elizabeth Dudley,2,,Cambridge & Coleridge,Cambridge,18 Jun 17
31,35.01,Hannah Wells,2,Alex Wells,Wycombe,Mile End,18 Jun 17
32,34.81,Amy Colliar,2,,Inverness,Inverness,22 Jul 17
33,34.77,Amy McLoughlin,2,,Charnwood,Loughborough,26 Aug 17
34,34.65,Abigail Mallett,2,,Reading AC,Uxbridge,4 Jun 17
35,34.52,Amy Bunting,1,Malcolm Fenton,Boston,Cambridge,18 Jun 17
36,34.30,Eden Lockett,1,,Scunthorpe & District AC (Defunct),Scunthorpe,15 Jul 17
37,34.16,Summer Salter,1,Warren Salter,Medway & Maidstone,Gillingham,9 Jul 17
38,34.14,Thema Osborne Hendricks,2,,Bristol & West,Exeter,17 Jun 17
39,33.87,Chloe Lipscomb,1,Karl Lasis,Crawley,Horsham,30 Jun 17
40,33.53,Amy Chanoch,2,,Bournemouth,Bournemouth,10 Sep 17
41,33.52,Abbey Codarin,2,,Preston,Birmingham,2 Sep 17
42,33.41,Sophie Oliver,2,Stephen Moran,Hallamshire,Rotherham,15 Jul 17
43,33.40,Giselle Coulter,2,,Ballymena & Antrim,Belfast,17 Aug 17
44,33.13,Jessica Forrest,2,Douglas Cameron,Edinburgh AC,Birmingham,2 Sep 17
45,32.99,Jasmine De La Touche,2,Terry Letheby,Walton,Kingston,14 May 17
46,32.88,Kara Thompson,2,,Shettleston,Kilmarnock,23 Apr 17
47,32.86,Hannah Kolic,2,,Forest of Dean AC,Newport,18 Jun 17
48,32.78,Holly Cooper,2,Renate Prells,Swansea,Yeovil,10 Sep 17
49,32.57,Katie Wright,2,,Halesowen,Stourport,18 Jun 17
50,32.41,Freya Kelly,1,,Woking,Crystal Palace,20 Aug 17
51,32.40,Imogen Stokes,2,Brian Walsh,Middlesbrough (Mandale),Leeds,18 Jun 17
52,32.31,Alice Jones,2,,Tamworth,Nuneaton,20 Aug 17
53,32.26,Tazmin Fayle,1,John Whitlow,Manx,Liverpool,9 Sep 17
54,32.17,Jasmine Bate,2,Leigh Haw,Pontefract,Grimsby,21 May 17
55,31.45,Bethany Helliker,1,,Yate,Stoke Gifford,23 May 17
56,31.42,Megan Howarth,2,,Southport Waterloo,Whitehaven,22 Apr 17
57,31.35,Lily Kendall,1,,Camberley,Uxbridge,4 Jun 17
58,31.34,Maisie Warman,2,,Thurrock,Norwich,2 Jul 17
59,31.31,Erin Williams,2,Bob Masson,Aberdeen,Livingston,9 Sep 17
60,31.18,Elle Nikhwai,2,,Tonbridge,Bedford,16 Jul 17
61,31.10,Charlotte Jones,1,,"Blackpool, Wyre & Fylde",Blackburn,27 May 17
62,31.07,Olivia Simon,1,John Mahon,Colchester H,Colchester,19 Nov 17
63,30.77,Lauryn Wood,2,James Hunter,Perth Strathtay,Scotstoun,20 Aug 17
64,30.70,Libby Berriman,2,Sally Walker,Cheltenham,Cheltenham,5 Jul 17
64,30.70,Julia Rogaczewska,2,,Telford AC,Wrexham,12 Aug 17
66,30.49,Charlotte Whiffen,1,David Perman,Paddock Wood,Tonbridge,28 Aug 17
67,30.27,Liliana Burn,1,Thomas Presho,Windsor Slough Eton & Hounslow,Bromley,15 Jul 17
68,30.11,Lucy Dixon,2,Martyn Blackwell,Bedford & County,Bedford,3 Sep 17
69,30.07,Abbie Smith,2,,Kilmarnock,Kilmarnock,18 Jun 17
70,30.05,Amber Jeacock West,1,Peter O'Keefe,Bicester,Kettering,30 Sep 17
71,30.00,Elizabeth Moorhouse,2,,Nene Valley,Peterborough,21 Sep 17
72,29.79,Rosie Lasseter,1,,Stockport,Stockport,17 Jun 17
73,29.56,Eloise Brindle,2,Alan Hewson,Windsor Slough Eton & Hounslow,Eton,18 Jun 17
74,29.53,Breanna Bradshaw,2,,Sale Harriers Manchester,Preston,15 Jul 17
75,29.08,Georgia Russell,1,,Walton,Crystal Palace,20 Aug 17
76,28.96,Freya Cutler,2,Paul Rees,Bournemouth,Bournemouth,10 Jun 17
77,28.84,Samantha Bowkett,2,Quentin Elmhirst,Worcester,Birmingham,17 Jun 17
78,28.70,Carmen Alexander,2,Margaret Nicholls,Ipswich,Bury St Edmunds,17 Sep 17
79,28.11,Elizabeth Eskender,2,Thomas Presho,Banbury,Horspath,11 Jun 17
80,27.89,Divine Gogua,1,,Gateshead,Jarrow,6 Sep 17
80,27.89,Freya Brennand,1,Eric Davison,Worthing,Portsmouth,9 Sep 17
82,27.79,Lerato Mokhothu,2,,Bracknell AC,Southampton,20 May 17
83,27.71,Aimee Smith,2,,Shetland,Lerwick,10 Sep 17
84,27.49,Sophie Tilley,2,,Sale Harriers Manchester,Birmingham,2 Sep 17
85,27.32,Amy Luke,2,,Basingstoke & Mid Hants,Portsmouth,13 May 17
86,27.31,Madeline Hughes,1,,Royal Sutton Coldfield,Nuneaton,20 Aug 17
87,27.08,Kate Beechey,2,,Jersey,St. Clement,8 Jun 17
88,26.44,Rosie Thompson,2,,Darlington H,Gateshead,27 Aug 17
89,26.35,Ella Welsh,2,Chris Mole,North Shields Poly,Middlesbrough,3 Sep 17
90,26.32,Samantha Adenubi,2,,Hillingdon,Uxbridge,4 Jun 17
91,26.28,Ava Leigh,2,,Burnley,Blackpool,10 Sep 17
92,26.16,Lucy Hillary,2,,Pontefract,Middlesbrough,3 Sep 17
93,26.15,Omolola Kuponiyi,1,Sam Harrison,Havering,Birmingham,2 Sep 17
94,26.08,Emma Carter,1,Mike Winch,Brighton & Hove,Brighton,1 Sep 17
95,26.01,Macy Noblett,1,Gary Tunstall,Preston,Blackpool,14 May 17
96,25.94,Iris Williams,2,Jim Green,Giffnock North,Livingston,9 Sep 17
97,25.91,Caitlin Goudie,1,Martyn Blackwell,Bedford & County,Bedford,13 Aug 17
98,25.90,Ellie Beddall,2,,Cardiff Archers,Brecon,26 Aug 17
99,25.71,Kiera Wharf,2,,Yate,Yate,20 May 17
100,25.56,Katie Kemp,2,Christopher Ashmore,Mansfield,Derby,18 Jun 17
101,25.52,Amy Bennett,2,,Lancaster & Morecambe,Blackpool,26 Aug 17
102,25.50,Sophie Funnell,1,,Camberley,Kingston,14 May 17
103,25.39,Madeleine Davies,2,Charlie Northey,Brecon,Hereford,9 Sep 17
104,25.23,Maisie Rogers,2,Stan Taylor,"Blackpool, Wyre & Fylde",Blackpool,14 May 17
105,25.20,Lily Johnson,1,,Guildford & Godalming,Reading,30 Jul 17
106,25.16,Teddy Tchoudja,2,John Scott,Shettleston,Kilmarnock,18 Jun 17
107,24.99,Ellysia Ainsworth-Cookson,1,,Burnley,Blackpool,10 Sep 17
108,24.98,Caitlin Davies,1,,Aberdare Valley,Swindon,25 Jun 17
109,24.96,Ogorchukwu Thomas,1,,Enfield & Haringey,Lee Valley,8 Apr 17
110,24.91,Paris Comley,2,,Bedfordshire Schs,Bedford,14 May 17
111,24.82,Reece Squibb,1,,Stroud,Worcester,25 May 17
111,24.82,Millie Grant,1,,Chichester,Brighton,1 Sep 17
113,24.78,Niomi Forde-McKenzie,1,,Victoria Park & Tower Hamlets,Hemel Hempstead,15 Jul 17
114,24.76,Ellie Schembri,2,Nigel Brooks,Tonbridge,Tonbridge,4 Jul 17
115,24.59,Jessica Salkeld,2,,Harrogate,Hexham,16 Jul 17
116,24.50,Leah Proctor,2,,Chesterfield,Bebington,20 May 17
117,24.32,Lily Clarke,2,,Leamington,Nuneaton,18 Jun 17
118,24.23,Bo Willis,,,Edinburgh AC,Birmingham,2 Sep 17
119,24.20,Gabrielle Walker,2,Ben Frary,Cleethorpes,Grimsby,21 May 17
120,24.04,Isabella Janssens,2,,Woking,Bournemouth,20 May 17
120,24.04,Emily Collins,1,,Swansea,Birmingham,2 Sep 17
122,24.02,Freya Killilea,1,John Duncan,Havering,Bedford,13 Aug 17
123,23.98,Lily Gregson,1,Alyson Hourihan,Cardiff,Cardiff,5 Sep 17
124,23.96,Hannah Evans,2,Paul Tasker,Tamworth,Tipton,26 Aug 17
125,23.95,Cailin Prior,2,,Bedfordshire Schs,Bedford,14 Jun 17
126,23.75,Miah Obichere-Kirwan,2,,Victoria Park & Tower Hamlets,Wormwood Scrubs,20 May 17
127,23.73,Kelsey Smyth,2,,Ballymena & Antrim,Belfast,1 Jul 17
128,23.66,Kacey Laird,2,James Flanders,Hillingdon,Lee Valley,13 May 17
129,23.55,Elana Kerr,2,,Team East Lothian,Livingston,9 Sep 17
130,23.51,Kate Cashin,2,,Northern (Isle of Man),Blackpool,14 May 17
131,23.48,Jessica Gardiner,1,Neil Ellerby,Morpeth,Hexham,16 Jul 17
132,23.28,Ella Chantree,1,Sarah Besford,Chelmsford,Hendon,30 Jul 17
133,23.24,Danielle Pusey,1,,Nene Valley,Peterborough,2 Jul 17
134,23.20,Caitlin Rimmer,2,Martin Bishell,Sheffield & Dearne,Spinkhill,10 Sep 17
135,23.17,Lashayah Byfield,2,,Vale of Aylesbury,Mile End,18 Jun 17
136,22.94,Ava Colborne,2,,Hampshire Schs,Portsmouth,10 Jun 17
137,22.90,Evie Mason,2,John Smith,Sheffield & Dearne,Bebington,20 May 17
138,22.82,Amber-Eve Tottle,2,,Vale of Aylesbury,Harrow,22 Apr 17
139,22.75,Eva West,2,Andrew Kennard,Walton,Woking,15 Jul 17
140,22.70,Eva Durand,1,Janina Pownall,Marshall Milton Keynes,Cardiff,15 Jul 17
140,22.70,Ava Ritchie,1,Mark Hyde,"Aldershot, Farnham & District",Guildford,15 Jul 17
142,22.69,Alexia Everley,2,,Chichester,Horsham,2 Jun 17
143,22.65,Izzy Thompson,1,,Blackburn,Wigan,10 Sep 17
144,22.64,Rachel Muir,1,Arthur Smith,Kilbarchan,Livingston,24 Jun 17
145,22.55,Rosie Winter,1,,Morpeth,Morpeth,25 Jun 17
146,22.42,Emelina Darvell,2,Michael Hughes,Banbury,Nuneaton,18 Jun 17
147,22.39,Eve Corrigan,1,,Rugby & Northampton,Birmingham,20 May 17
148,22.36,Oluwafunmilola Oduwaiye,2,,Cardiff & The Vale Schs,Cardiff,17 May 17
149,22.32,Tianne Clarke,2,,Leighton Buzzard,Peterborough,11 Jun 17
149,22.32,Leah Radford,2,,Cardiff,Cardiff,1 Jul 17
151,22.28,Nya Livingstone,1,,Altrincham,Stretford,10 Jun 17
151,22.28,Jessica Elizabeth Emami,2,,North Shields Poly,Whitley Bay,25 Jun 17
153,22.26,O Quick,2,,Essex Schs,Chelmsford,10 Jun 17
154,22.23,Daisy Bloxham,1,,Guildford & Godalming,Basingstoke,9 Sep 17
155,22.17,Freya Baker,2,Bob Willows,Crawley,Tooting Bec,23 Sep 17
156,22.16,Elizabeth Adamson,2,David Callaway,Southampton,Bracknell,22 Apr 17
156,22.16,Emmanuella Kone,2,Helen Patricia James,Cardiff,Swindon,15 Jul 17
156,22.16,Kaya Lloyd-Martin,2,Ian Robinson,Wrexham,Wrexham,23 Sep 17
159,22.15,Hayley Smith,2,,Kidderminster & Stourport,Birmingham,17 Jun 17
160,22.13,Neve Roberts,1,,Hereford,Newport,22 Jul 17
161,22.00,Tillie Westwood,1,Andrew Compton,Forest of Dean AC,Bath,2 Apr 17
161,22.00,Millie Hughes,2,Steve Perkin,Chiltern,Horspath,13 May 17
163,21.97,Megan Wyke-Ulliott,2,Darren Middleton,Leeds City,Preston,15 Jul 17
163,21.97,Charlotte De La Porte-Godden,1,,Dartford H,Dartford,24 Sep 17
165,21.95,Emily Whelan,2,,Crewe & Nantwich,Leeds,18 Jun 17
166,21.90,Jade Leech,2,,Dyfed Schs,Cardiff,1 Jul 17
167,21.79,Terrika Wright,1,,Basildon,Lee Valley,13 Aug 17
168,21.78,Rhiana Burrell,1,Pam Rayment,Birchfield H,Rugby,18 Jun 17
169,21.74,Holly Pemberton,2,Ian Robinson,Wrexham,Brecon,26 Aug 17
170,21.72,Christina Becker,2,Bruce Holden,North Somerset,Yate,13 May 17
171,21.71,Olivia Jarvis,2,,Camberley,Kingston,14 May 17
172,21.65,Olivia Crawley,1,,Herts Phoenix,Grays,7 May 17
172,21.65,Poppy Fuller,1,,Lewes,Lewes,18 Jun 17
174,21.63,Joella Kajoba,1,,Ipswich,Luton,20 Aug 17
175,21.60,Rebecca Preece,1,Paul Hayden,Charnwood,Loughborough,14 Jun 17
176,21.56,Maisie McManus,2,,Keighley & Craven,Middlesbrough,3 Sep 17
177,21.53,Elizabeth Nuttall,2,Lisa Nuttall,Wirral,Bebington,20 May 17
177,21.53,Ella Hall,1,Ruth Worthington,Bury,Bury,18 Jun 17
179,21.47,Morgan French,1,Darryn McAtee,Newport H,Hereford,9 Sep 17
180,21.41,Kirstyn Park,2,,Kilmarnock,Kilmarnock,12 May 17
181,21.39,Ashleigh Weir,1,,Halesowen,Stourport,18 Jun 17
182,21.25,Sally Hopkins,2,,Swansea,Newport,6 Aug 17
183,21.24,Nana Gyedu,2,John Hillier,Cambridge H,Hemel Hempstead,15 Jul 17
184,21.13,Isobel Bird,1,,Inverness,Scotstoun,20 Aug 17
185,21.05,Annabelle Sharrock,2,,Leigh,Stretford,20 May 17
186,21.01,Emily Ingram,1,,Ashford AC,Lewes,18 Jun 17
,42.86,Simbiyat Sikiru,2,,Woodford Green Essex Ladies,Stevenage,13 Aug 17
,34.62,Aine Marie McBride,1,,Northern Ireland Schs,Belfast,13 Apr 17
,31.03,Anjelina Manase,1,,Reading AC,Tonbridge,18 Jun 17
