Rank,Performance,Name,Year,Coach,Club,Venue,Date
24,47.16,Rosie Collins,2,Barry Hawksworth,Derby,Loughborough,7 Sep 14
25,47.10,Lana Fulcher,1,,Ipswich,Colchester,4 May 14
26,46.75,Alice Barnsdale,2,,Lincoln Wellington,Hull,19 Oct 14
27,46.60,Michaela McNally,2,,Ballymena & Antrim,Dublin (S) IRL,21 Jun 14
28,45.98,Candy Lockett,1,Mark Andrew Hill,Worcester,Worcester,24 May 14
29,45.60,Jessica Hirst,1,John Simpson,Halifax,Cudworth,20 Jul 14
30,45.24,Leah Hillman,1,,Pendle,Blackpool,25 May 14
31,44.88,Jennifer Stevens,2,John Hillier,Tonbridge,Hendon,27 Jul 14
32,44.82,Ellie White,1,Dennis Elkins,Wimborne,Crystal Palace,16 Aug 14
33,44.67,Stephanie Fowler,1,Douglas Cameron,Edinburgh AC,Aberdeen,23 Aug 14
34,44.62,Holly Pearce,1,Paul Chamberlain,Southampton,Southampton,31 Aug 14
35,43.90,Victoria Cleer,2,Kenny Milton,Kilbarchan,Birmingham,7 Sep 14
36,43.80,Evie Wilcox,2,,Basingstoke & Mid Hants,Reading,13 Sep 14
37,43.63,Hannah Powell,2,David Arnold,Neath,Cardiff,5 Jul 14
38,43.34,Gemma Atkinson-Parker,2,John Pearson,Burton,Leicester,17 Aug 14
39,43.27,Ashleigh Thurman-Newell,2,Kim Weaving,Thanet AC,Ashford,14 Jun 14
40,43.24,Georgina Trace,2,John Pearson,Amber Valley & Erewash,Derby,14 Jun 14
41,43.23,Lucy Puddephatt,1,John Simpson,Halifax,York,6 Sep 14
42,42.99,Mia Browne,2,Gary Howe,Thetford,Bury St. Edmunds,15 Nov 14
43,42.54,Jade Miller,2,John Little,Carlisle Aspatria,Blackburn,29 Jun 14
44,42.38,Alessandra Stevens,2,Mick Shortland,Stevenage & North Herts,Portsmouth,20 Jul 14
45,42.08,Abigail Reveley,2,Brian Walsh,Middlesbrough (Mandale),York,1 Jun 14
46,41.68,Sophie Merritt-Drew,2,David Callaway,Southampton,Portsmouth,25 May 14
47,41.62,Olivia Bullis,2,Angelique Arthurton,Basildon,Chelmsford,19 Apr 14
48,41.60,Georgina Page,2,Ivan Washington,Worksop,Birmingham,11 Jul 14
48,41.60,Katy Whitley,2,John Parkin,Wrexham,Wrexham,28 Sep 14
50,41.24,Alice Bell,2,,Manx,Bebington,14 Jun 14
51,41.07,Annie Read,2,Lynn Hay,Corby,Leicester,17 Aug 14
52,41.06,Jody Edwards,1,,Kingston & Poly,Ewell,4 Jun 14
53,40.73,Emma Robinson,2,Edel Meagher,Scunthorpe & District AC (Defunct),Hull,13 Apr 14
54,40.53,Laura Cumino,1,Jack Kee,Marshall Milton Keynes,Milton Keynes,14 Jun 14
55,40.52,Sophie Lewis,2,,North Ayrshire,Kilmarnock,10 Aug 14
56,40.27,Jemma Ibbetson,2,Matt Barton,Leeds City,Wakefield,14 Sep 14
57,40.25,Michaela Whitton,2,,Newbury,Reading,13 Sep 14
58,40.13,Jessica Williams,2,,Hereford,Banbury,1 Jun 14
59,39.97,Caitlin Hornby,1,,Preston,Wigan,28 Sep 14
60,39.61,Emma Fossett,2,Mark Chapman,Croydon,Stevenage,1 Jun 14
61,39.37,Hannah Owen,1,Chas Robinson,Ashford AC,Portsmouth,20 Jul 14
62,39.14,Cara Brown,1,Barry Hawksworth,Amber Valley & Erewash,Derby,6 Dec 14
63,39.13,Hannah Walker,2,Christopher Murray,Birchfield H,Loughborough,4 Jun 14
64,39.09,Charlie Batterbee,1,,Huntingdonshire,Bury St. Edmunds,14 Sep 14
65,38.84,Maisie Franklin,1,,Solihull & Small Heath,Birmingham,11 Jul 14
66,38.79,Lucy Cousins,1,David Pope,Rugby & Northampton,Abingdon,1 Jun 14
67,38.78,Mary-Lou Poore,1,Murray Grant,Mendip,Yeovil,17 May 14
68,38.53,Megan Brown,1,,North Ayrshire,Aberdeen,23 Aug 14
69,37.94,Ellie Fulton,1,Mark Smith,North Ayrshire,Linwood,20 Aug 14
70,37.92,Anita Madan,2,,Pembrokeshire,Swindon,1 Jun 14
71,37.85,Kristen Cowe,2,,Glasgow City,Hampden Park,20 Jun 14
72,37.55,Emma Cartwright,2,Rob Careless,Notts,Grantham,6 Jun 14
73,37.45,Victoria Hill,2,,Luton,Luton,8 Jun 14
74,36.63,Anastasia Paparakis,1,,North Ayrshire,Hampden Park,20 Jun 14
75,36.57,Georgia Hulbert,1,Andrew Hughes,Bracknell AC,Reading,13 Sep 14
76,36.53,Molly Brown,2,,Cornwall AC,Stoke,27 Apr 14
77,36.41,Ceri Jones,1,Paul Jensen,Cardiff,Stoke,27 Apr 14
78,35.74,Hollie Cunningham,1,,Yate,Gloucester,10 Aug 14
79,35.59,Kelly Stewart,2,,Liverpool H,Bebington,17 May 14
79,35.59,Alyce McCurdie,2,Michael Swain,Wakefield,Cudworth,20 Jul 14
81,35.41,Hannah Westhenry,1,Dean Exton,Weymouth,Exeter,17 Aug 14
82,35.26,Eleanor Frame,1,,Guildford & Godalming,Kingston,25 May 14
83,34.99,Robyn Connolly,1,,Victoria Park City of Glasgow,Linwood,20 Aug 14
84,34.55,Melissa Bird,1,Carolyn Franks,Cheltenham,Milton Keynes,29 Jun 14
85,34.21,Evie Harris-Jenkins,1,Kevin Murch,Rugby & Northampton,Cambridge,29 Mar 14
86,34.13,Isabelle Dodd,1,,Kingston & Poly,Ewell,30 Aug 14
87,33.74,Mary Coleman,2,,Ashford AC,Ashford,14 Jun 14
88,33.67,Cathy Coleman,2,,Guildford & Godalming,Croydon,5 Jul 14
89,33.36,Cara Azariah,1,Nigel Groves,Yeovil,Yeovil,27 Jul 14
90,33.28,Cheyna Nicholls,1,,Gloucester,Cheltenham,7 Jun 14
91,33.25,Star Ekango,1,,Thames Valley,Lee Valley,21 Apr 14
92,33.09,Emily Green,2,William Bushnell,Southampton,Horspath,29 Mar 14
93,33.02,Annie Gilbert,1,,Kettering,Sandy,27 Sep 14
94,32.78,Rebecca Lee,2,,Biggleswade,Mile End,27 Apr 14
95,32.32,Megan Magrosky,2,Barry Symonds,Oxford City,Horspath,28 May 14
96,32.25,Jamila Hurley,2,,Kingston upon Hull,Grimsby,27 Apr 14
97,32.08,Amy Walter,2,Barry Symonds,Oxford City,Horspath,3 Sep 14
98,31.95,Erin Alder,1,,Vale of Aylesbury,Horspath,25 May 14
99,31.81,Jasmin Hennessy,1,Diana Viles,Team Bath,Yate,13 Apr 14
100,31.78,Jhannai Campbell,2,,Thames Valley,Battersea Park,14 Jun 14
101,31.59,Abigail McLean,1,,Ballymena & Antrim,Antrim,16 May 14
102,31.54,Elianne Mahay-Goodrich,1,Richard Turner,Enfield & Haringey,Harrow,27 Jul 14
103,31.31,Bobbie-Louise Gannon,1,Paul Rees,Poole AC,Yeovil,6 Jul 14
104,31.20,Abbey Cottam,1,Michael Cottam,Radley,Swansea,27 Jul 14
105,30.96,Erin Runcie,2,,Aberdeen,Aberdeen,7 Aug 14
106,30.90,Frankie Evans,2,,South London,Coulsdon,29 Jun 14
107,30.88,Natalie Brown,2,,Newquay & Par,Exeter,17 Aug 14
108,30.82,Keira Davies,1,,Doncaster,Leeds,27 Jul 14
109,30.63,Karolina Rehakova,1,,Cambridge & Coleridge,Bury St. Edmunds,14 Sep 14
110,30.20,Anna Barnett,1,Herbert Kuenstlinger,Blackheath & Bromley,Ashford,24 May 14
111,29.94,Megan Larkins,2,John Pearson,Braintree,Braintree,20 Sep 14
112,29.83,Lily England,1,David Varney,Newquay & Par,Par,21 Sep 14
113,29.69,Eve Hodson,1,Gary Herrington,Coventry,Nuneaton,17 May 14
114,29.39,Stephanie Lines,1,Peter Roberts,Team Bath,Salisbury,7 Jun 14
115,29.35,Kristie Hindle,1,,Aberdeen,Grangemouth,30 Mar 14
115,29.35,A Sticahting,2,,Northumberland Schs,Gateshead,21 Jun 14
117,29.18,Anna Stephens,1,,North Shields Poly,Whitley Bay,29 Jun 14
118,29.13,Lucy Cunnington,2,,Herts Phoenix,Mile End,27 Apr 14
119,28.94,Chrissie Prince,1,Graham Felton,Royal Sutton Coldfield,Grantham,27 Jul 14
120,28.78,Eleanor Fay Doran,1,Peter Hancock,Preston,Dunfermline,27 Apr 14
121,28.70,Millie Cable,2,,Lewes,Lewes,27 Jul 14
122,28.59,Megan Nagy,1,Mike Corden,City of Sheffield,Cudworth,17 May 14
122,28.59,Georgia Volrath-Dale,1,,East Grinstead,Crawley,25 May 14
124,28.37,Lea Kiekenbeck,2,Bob Willows,Brighton & Hove,Woking,1 Jun 14
125,28.28,Lauren Whitehouse,2,,Wolverhampton & Bilston,Wigan,28 Sep 14
126,28.05,Iris Maxfield,2,Shaun Medlen,Orion,Eltham,29 Jun 14
127,28.01,Alex Leigh,2,Anthony Leigh,Crewe & Nantwich,Wrexham,28 Sep 14
128,27.99,Isobel Mogg,1,Derek Osborne,Brecon,Swansea,2 Jul 14
129,27.76,Nnenna Eronini,1,Tracey Quartey,Victoria Park & Tower Hamlets,Portsmouth,20 Jul 14
130,27.72,Akina Gondwe,1,,Blackheath & Bromley,Hendon,27 Jul 14
130,27.72,Lucy Hunter,2,,Southport Waterloo,Blackpool,30 Aug 14
132,27.60,Diana Pereira,2,Penny Butcher,Huntingdonshire,St. Ives,1 Jun 14
133,27.49,Ada'ora Chigbo,1,,North Somerset,Yate,13 Apr 14
134,27.40,Natatia Williams,2,Susan Chillingworth,Sutton-in-Ashfield,Nuneaton,29 Jun 14
135,27.31,Elin Davies,2,,Dyfed Schs,Carmarthen,7 Jun 14
136,27.27,Emma Duckworth,2,,Hyndburn,Blackpool,30 Aug 14
137,27.12,Toni Buckingham,2,Cara Buckingham,Barnsley AC,Cudworth,2 Jul 14
138,27.09,Emily Rowe,1,David Rowe,Liverpool H,Bebington,14 Jun 14
139,27.05,Lauren Howe,2,,Doncaster,Wakefield,5 Apr 14
140,26.89,Anne Flitcroft,1,,Basingstoke & Mid Hants,Basingstoke,7 Sep 14
141,26.87,Chloe Stirley,1,,Huntingdonshire,Derby,14 Sep 14
142,26.82,Izzy Bryant,1,Michael Coker,Southampton,Swindon,15 Mar 14
143,26.71,Jade Simson,2,Stephen Endacott,City of Plymouth,Plymouth,20 Jul 14
144,26.67,Yasmine Ferguson,1,Lukasz Barzyk,Ealing Southall & Middx,Perivale,29 Jun 14
145,26.55,Hannah Vigilante,2,,Middlesbrough (Mandale),Middlesbrough,11 May 14
146,26.34,Emily Kiernan,2,,Dacorum,Watford,3 Aug 14
147,26.27,Charlotte Hilton,2,,Peterborough,Norwich,21 Jun 14
148,26.19,Lana Watt,1,,Portsmouth GS,Portsmouth,14 Jun 14
149,26.07,Amber Roberts,2,,Cardiff & The Vale Schs,Cardiff,5 Jul 14
150,26.00,Amy Slicker,1,Anthony Dowd,Sale Harriers Manchester,Spinkhill,1 Jun 14
151,25.98,Isla Botting,1,Paul Dickenson,Windsor Slough Eton & Hounslow,Reading,13 Sep 14
152,25.93,Chloe Goodall,1,,"Aldershot, Farnham & District",Aldershot,3 Aug 14
153,25.80,Hannah Bemister,1,,Southend,Chelmsford,7 Jun 14
154,25.75,Luisa Chantler Edmond,1,Peter O'Keefe,Radley,Swindon,15 Mar 14
155,25.67,Caitlin Boudewyn,1,,Birchfield H,Stoke Gifford,22 Jul 14
156,25.53,Lauren Henderson,1,,Regent House,Antrim,16 May 14
157,25.45,Grace Munday,1,,Altrincham,Ellesmere Port,1 Jun 14
158,25.21,Samantha Dearn,2,,Halesowen,Stourport,1 Jun 14
159,25.20,Chloe Rowberry,1,,Newark AC,Loughborough,12 Apr 14
160,25.15,Emma Babalola,1,,Shaftesbury Barnet,Hendon,15 Jun 14
161,25.10,Anya Vlassak,1,,Woking,Crawley,27 Jul 14
162,25.07,Lizzy Muzvimbiri,2,Mark Exley,Northamptonshire Schs,Corby,14 Jun 14
163,24.82,Bethany Pearson,2,Wendy Andrews,East Cheshire,Birmingham,21 Jun 14
164,24.69,Chloe Cartmell,2,Stephen Mitchell,Ellenborough,Carlisle,24 May 14
165,24.66,Sian Sinclair,1,,Shaftesbury Barnet,Woodford,13 Apr 14
166,23.98,Ilse Hughes,1,,"Aldershot, Farnham & District",Crawley,27 Jul 14
167,23.93,Aimee Seager,1,Roy Stowell,Charnwood,Coventry,27 Apr 14
168,23.85,Emma Rathbone,2,,City of Stoke,Cheltenham,1 Jun 14
169,23.84,Chloe Wilson,1,,Huntingdonshire,Sandy,7 Aug 14
170,23.81,Chloe Williams,1,Kim Weaving,Thanet AC,Ashford,14 Jun 14
171,23.74,Sophie Hamshere,2,,Hyndburn,Warrington,1 Jun 14
172,23.67,Shannon Perry,1,,Lancaster & Morecambe,Blackpool,25 May 14
172,23.67,Niamh Barclay,2,Ricky Miell,Kilbarchan,Linwood,9 Sep 14
174,23.65,Brittany Duxbury,1,,City of Portsmouth,Poole,1 Jun 14
175,23.64,Amy D'Arcy,1,Annette Weale,Yeovil,Yeovil,6 Jul 14
176,23.62,Amy Dowsett,1,Alan Jones,Great Yarmouth,Norwich,25 May 14
176,23.62,Lucy Dodd,1,Christopher Finney,Orion,Walthamstow,8 Nov 14
178,23.52,Kaoimye Stewart,2,,Windsor Slough Eton & Hounslow,Norwich,27 Apr 14
179,23.39,Claire Buttivant,1,,Chiltern,Kingston,29 Jun 14
180,23.24,Hollie Proffit,2,,Colwyn Bay,Cardiff,5 Jul 14
181,23.17,Freya Gutteridge,1,Sam Harrison,Havering,Walthamstow,27 Jul 14
182,23.04,Emma Dakin,1,,Retford,Derby,6 Dec 14
183,22.86,Chayleigh Jennings,1,,Chichester,Portsmouth,20 Jul 14
184,22.81,Adicqua Ellis,1,Charlotte Nicholls,Herne Hill,Guildford,26 Apr 14
185,22.66,Emily Giblin,1,Peter Roberts,Swansea,Yate,29 Jun 14
186,22.63,Louise Fairclough,1,Colin Spark,St. Helens Sutton,Warrington,27 Jul 14
187,22.62,Emma Nichols,1,,Ipswich,Norwich,13 Apr 14
187,22.62,Bethany Newton,1,Adam Lyons,Notts,Swansea,27 Jul 14
189,22.52,Emma Carpenter,2,,Poole AC,Yeovil,6 Jul 14
190,22.34,Natalje Richie,2,,City of Lisburn,Antrim,26 Apr 14
191,22.27,Madeleine Cannell,2,Karl Sumun,Thurrock,Grays,13 Apr 14
192,22.18,Laura Snook,2,,Cardiff & The Vale Schs,Cardiff,30 Apr 14
193,22.15,Ellie Smith,1,,Radley,Abingdon,14 Sep 14
194,22.14,Bethany Scholfield-Lott,2,,Chelmsford,Newham,27 Apr 14
