Rank,Performance,Name,Year,Coach,Club,Venue,Date
41,41.17,Megan Ascough,1,John Simpson,Halifax,Spinkhill,30 Apr 17
42,41.07,Hannah Owen,2,Ted Hawkins,Ashford AC,Tonbridge,19 Aug 17
43,40.95,Louisa Pitsialis,1,Neville Thompson,Shaftesbury Barnet,Hendon,26 Aug 17
44,40.77,Rosie Forrester,1,Eric Davison,Worthing,Winchester,28 May 17
45,40.59,Alice Bell,3,,Manx,Liverpool,9 Jul 17
46,40.56,Hannah Blood,1,Michael Hitchon,Sale Harriers Manchester,Hull,8 Oct 17
47,40.49,Jessica Hirst,2,John Simpson,Halifax,Cleckheaton,6 May 17
48,39.65,Nikeeta Sandhu,1,Rob Careless,Notts,Loughborough,26 Apr 17
49,39.19,Cara Brown,1,Barry Hawksworth,Amber Valley & Erewash,Derby,28 May 17
50,39.08,Bronte Jones,1,Ivan Washington,Sheffield & Dearne,Scotstoun,16 Jul 17
51,38.86,Lydia Church,1,Tim Needham,Peterborough & Nene Valley,Colchester,17 Jun 17
52,38.73,Sarah Watkins,1,David Arnold,Neath,Yate,30 Apr 17
53,38.45,Gemma Atkinson-Parker,3,John Pearson,Burton,Grantham,30 Apr 17
54,38.29,Robyn Connolly,2,Jim Green,Victoria Park City of Glasgow,Birmingham,3 Sep 17
55,38.10,Jessica Westley,1,,Kingston & Poly,Kingston,14 May 17
56,38.02,Hollee Walker,3,Melanie Lee,East Cheshire,Stretford,27 Jun 17
57,37.87,Bobbie-Louise Gannon,2,Murray Grant,Bristol & West,Cheltenham,28 May 17
58,37.83,Mia Browne,2,Gary Howe,Thetford,Bury St. Edmunds,4 May 17
59,36.98,Carys Marsden,1,Michael Davies,Blackheath & Bromley,Bromley,19 Aug 17
60,36.79,Emma Robinson,3,,Scunthorpe & District AC (Defunct),Spinkhill,30 Apr 17
61,36.63,Rachael Denton-Snape,1,Alan Hewson,Windsor Slough Eton & Hounslow,Horspath,13 May 17
62,36.49,Elizabeth Ball,1,,Andover,Andover,17 Jun 17
63,36.46,Alessandra Stevens,3,Mick Shortland,Stevenage & North Herts,Tonbridge,23 Jul 17
64,36.36,Kara Wilson,1,Martin Bishell,Doncaster,Leeds,28 May 17
65,36.09,Grace Adeleye,1,Clive Thomson,Medway & Maidstone,Ashford,14 May 17
66,35.63,Grace Overy,1,,Cambridge & Coleridge,Cambridge,29 Apr 17
67,35.38,Lucy Dodd,1,Christopher Finney,Orion,St Albans,17 Jun 17
68,34.78,Lucy Cousins,2,David Pope,Rugby & Northampton,Nottingham,30 Apr 17
69,34.70,Emma Lowe,1,Joanne Harding,Sale Harriers Manchester,Stretford,28 May 17
70,34.59,Caitlin Hornby,2,,Preston,Blackpool,10 Jun 17
71,34.14,Frances Milburn,3,Paul Wilson,City of York,Cudworth,13 May 17
72,34.05,Sophie Merritt-Drew,3,David Callaway,Southampton,Jacksonville AL USA,11 Mar 17
73,33.96,Leah Hillman,2,David Turner,Pendle,Blackpool,14 May 17
74,33.90,Laura Fairclough,1,Dave Brown,Liverpool Pembroke Sefton,Ormskirk,9 Jul 17
75,33.86,Elizabeth Eldridge,1,Sally Eldridge,Coventry,Coventry,30 Apr 17
76,33.75,Louisa Henn,1,Mo Pearson,Cornwall AC,Horspath,10 Sep 17
77,33.61,Emily Hartley,1,Robert Halliwell,Wigan & District,Whitehaven,23 Jul 17
78,33.38,Ella Adams,1,Mark Hay,Team Bath,Exeter,17 Jun 17
79,33.32,Grace Thomas,1,Gordon John Lillis,Bexley,Gillingham,30 Apr 17
80,33.24,Sarah Robinson,1,Dave Smith,Scunthorpe & District AC (Defunct),Hull,7 Oct 17
81,33.10,Erin Moffett,1,Gareth Moffett,Ballymena & Antrim,Antrim,20 May 17
82,33.05,Tori Rose Ellis,1,,Woking,Poole,23 Jul 17
83,32.99,Isobel Griffin Morris,1,Kevin O'Hara,West Cheshire,Abingdon,23 Jul 17
84,32.39,Phoebe Francis,2,,Bingley,Rotherham,9 Jul 17
85,32.14,Emily Robinson,1,Bob Willows,Brighton & Hove,Kingston,21 May 17
86,32.09,Beth Crosbie,1,,North Down,Tullamore IRL,3 Jun 17
87,31.27,Erin Collier,1,Alison Gray,Falkirk,Leeds,28 May 17
87,31.27,Indigo Johnson,2,,Diss,Norwich,20 Aug 17
89,31.16,Niki Malik,1,Rob Careless,Notts,Nottingham,8 Apr 17
90,30.81,Melissa Bird,2,Carolyn Franks,Cheltenham,Wolverhampton,4 Jun 17
91,30.60,Emma Dakin,1,,Rotherham,Hull,5 Aug 17
92,30.45,Tori Blair,2,,Ballymena & Antrim,Tullamore IRL,3 Jun 17
93,30.22,Frankie Evans,3,,South London,Dartford,20 Aug 17
94,30.07,Elianne Mahay-Goodrich,2,Richard Turner,Enfield & Haringey,Southampton,6 May 17
95,29.87,Zoe Crutchley,1,John Edwards,City of Plymouth,Par,19 Aug 17
96,29.82,Maya Mellor,1,Paul Wilson,Harrogate,Wakefield,5 Aug 17
97,29.76,Hannah Smith,1,Graham Felton,Royal Sutton Coldfield,Derby,10 Sep 17
98,29.64,Paige Ditchfield,1,,Sale Harriers Manchester,Stretford,25 Apr 17
99,29.54,Rebecca Porter,1,,Herts Phoenix,Livingston,24 Jun 17
100,28.94,Toni Buckingham,3,,Barnsley AC,Derby,4 Jun 17
101,28.62,Anna-Maria Boahene,1,Richard Turner,Enfield & Haringey,Chelmsford,25 Jun 17
102,28.47,Chloe Williams,2,Kim Weaving,Thanet AC,Gillingham,30 Apr 17
103,28.40,Rosie Fresen,1,Roy Thickpenny,Nene Valley,Luton,20 Aug 17
104,28.35,Abbey Cottam,2,Michael Cottam,Radley,Abingdon,26 Mar 17
105,28.13,Chloe Rowberry,2,,Newark AC,Loughborough,26 Aug 17
106,28.09,Sophie Fenner,2,Mark Newell,Cambridge H,Croydon,28 May 17
107,28.00,Samantha Edgar,1,,Aberdeen,Aberdeen,4 Jun 17
108,27.57,Amy Walter,3,Barry Symonds,Oxford City,Horspath,15 Apr 17
109,27.40,Chloe Jones,1,Lorraine Shaw,Gloucester,Hereford,30 Apr 17
110,26.84,Hannah Westhenry,2,Dean Exton,Dorchester,Harrow,25 Jun 17
111,26.81,Chloe Billingham,3,Nick Phipps,Horsham Blue Star,Hastings,19 Aug 17
112,26.73,Cerys McGeachie,1,,Swansea,Newport,23 Apr 17
113,26.62,Lilian Cottrell,1,,Unattached,Uxbridge,30 Apr 17
114,26.52,Gabbie Lord,1,Philip Garner,Grantham AC,Grantham,13 May 17
115,26.39,Joan Peedah,1,Jim Lawrence,Marshall Milton Keynes,Chelmsford,17 Jun 17
116,26.13,Lily England,2,Clive Pengelly,Newquay & Par,Salisbury,8 Jul 17
117,25.56,Emily Rowe,2,David Rowe,Liverpool H,Wigan,7 May 17
118,25.40,Jessica Williams,1,,Windsor Slough Eton & Hounslow,Hendon,23 Jul 17
119,25.36,Luisa Chantler Edmond,2,Peter O'Keefe,Radley,Tooting,15 Apr 17
120,25.11,Freya Dooner,2,Robert Halliwell,Wigan & District,Wigan,7 May 17
121,24.60,Amy Dowsett,2,Alan Jones,Great Yarmouth,Great Yarmouth,11 Jun 17
122,24.01,Denisha Marshall-Brown,1,,Herne Hill,Tooting Bec,29 Apr 17
123,23.92,Rownita Marston,3,,Bristol & West,Stoke Gifford,10 May 17
124,23.80,Lauren Allaway,1,,Coventry,Loughborough,25 Jun 17
125,23.70,Ellie Collins,2,Ian Robinson,Wrexham,Stretford,6 May 17
126,23.67,Simone McKen,2,Nigel Bevan,Wolverhampton & Bilston,Wolverhampton,25 Jun 17
,34.38,Ivana Koynarova,1,,Bracknell AC,Bracknell,21 May 17
,26.43,Denisa Mihalcea,1,Garry Power,Harrow,Harrow,28 May 17
