Rank,Performance,Name,Year,Coach,Club,Venue,Date
57,38.63,Sarah Watkins,2,David Arnold,Neath,Cardiff,27 May 18
58,38.62,Chloe Brown,1,,Dundee Hawkhill,Grangemouth,26 Aug 18
59,38.39,Sophie Hunt,1,,Leamington,Leamington,9 Jun 18
60,38.38,Elinor Fitzgerald,1,Bob Willows,Brighton & Hove,Crawley,9 Jun 18
61,36.93,Rosie Forrester,2,Eric Davison,Worthing,Andover,14 Apr 18
62,36.79,Heather Welsh,1,,Nairn,Grangemouth,12 Aug 18
63,36.66,Chloe Pitts,1,Mark Lodge,Yate,Yate,23 May 18
64,36.62,Charlotte Bell,1,,Spenborough,Leeds (BP),9 Jun 18
65,36.05,Amy Davies,1,,West Suffolk,Bury St. Edmunds,3 May 18
66,35.89,April Heggie,1,,Perth Strathtay,Livingston,8 Sep 18
67,35.78,Erin Moffett,2,Gareth Moffett,Ballymena & Antrim,Tullamore IRL,2 Jun 18
68,35.31,Jess Surridge,1,,Kidderminster & Stourport,Kettering,29 Sep 18
69,35.27,Rachael Denton-Snape,2,Alan Hewson,Windsor Slough Eton & Hounslow,Stevenage,14 Jul 18
70,35.10,Tori Rose Ellis,2,,Woking,Kingston,27 May 18
71,34.73,Tori Blair,3,,Ballymena & Antrim,Antrim,18 May 18
72,34.60,Melissa Kolic,1,Andrew Compton,Forest of Dean AC,Cheltenham,7 May 18
73,34.55,Zainab Balogun,1,,Coventry,Coventry,27 May 18
74,34.03,Sophie Fenner,3,John Hillier,Cambridge H,Walton,1 Jul 18
75,33.97,Lauren Allaway,2,,Coventry,Leamington,1 Jul 18
76,33.83,Elizabeth Eldridge,2,Sally Eldridge,Coventry,Coventry,27 May 18
77,33.78,Freya Dooner,3,Robert Halliwell,Wigan & District,Lancaster,10 Mar 18
78,33.71,Emma Dakin,2,,Rotherham,Derby,5 May 18
79,33.58,Hannah Smith,2,Graham Felton,Royal Sutton Coldfield,Sutton Coldfield,25 Jul 18
80,33.55,Leah Spratley-Kemp,1,,Reading AC,Reading,17 Aug 18
81,33.44,Louisa Henn,2,Mo Pearson,Cornwall AC,Par,18 Aug 18
82,33.32,Caitlin Emerson,1,Barry Hawksworth,Derby,Derby,5 May 18
83,33.29,Lucy Dodd,2,Christopher Finney,Orion,Harrow,18 Aug 18
84,32.84,Emma Lowe,2,Joanne Harding,Sale Harriers Manchester,Sportcity,3 Jun 18
85,32.78,Elizabeth Ball,2,,Andover,Andover,14 Apr 18
86,32.55,Mia Sherriff,1,Jaime Walker,Burton,Burton,2 Jun 18
87,32.36,Laura Fairclough,2,Dave Brown,Liverpool Pembroke Sefton,Leigh,3 Jun 18
88,31.64,Chloe Jones,2,Lorraine Shaw,Gloucester,Yate,1 Jul 18
89,31.28,Zoe Crutchley,2,John Edwards,City of Plymouth,Par,16 Sep 18
90,31.07,Kate Carmichael,2,,Middlesbrough (Mandale),Derby,16 Jun 18
91,30.66,Megan Kettle,1,Alexander Wort,Warrington AC,Blackpool,17 Mar 18
92,30.35,Maya Mellor,2,Paul Wilson,Harrogate,Whitley Bay,8 Jul 18
93,30.26,Phoebe Francis,3,,Bingley,Cleckheaton,3 Jun 18
94,30.24,Annabel Ralston,1,,Vale of Aylesbury,Horspath,29 Apr 18
95,30.20,Alexandra Boyd,1,,Regent House,Tullamore IRL,2 Jun 18
96,30.16,Molly Kinnon,1,,Windsor Slough Eton & Hounslow,Eton,1 Jul 18
97,30.15,Lia Anderson,1,Derek Goode,Woking,Walton,20 May 18
98,30.11,Charlotte Booker,1,Cheryl Angell,Team Kennet,Poole,20 May 18
99,29.94,Chloe Rowberry,3,,Newark AC,Loughborough,25 Apr 18
100,29.84,Leigh Nicolson,1,,Shetland,Lerwick,25 Mar 18
101,29.73,Jessica Lay,3,,Banbury,Horspath,1 Sep 18
102,29.60,Olivia Witts,1,Stuart Carlaw,Rugby & Northampton,Lee Valley,5 Aug 18
103,29.02,Philippa Gill,1,Michael Owers,Havering,Eastbourne,20 May 18
104,28.77,Gemma Barnsdale,1,,Lincoln Wellington,Scunthorpe,29 Apr 18
105,28.51,Emma Taylor,1,Neville Thompson,Shaftesbury Barnet,Bedford,9 Sep 18
106,28.18,Niamh Flanagan,1,Deborah Bray,Lavington Athletics,Tidworth,13 May 18
107,28.12,Jessica Mead,2,Jeremy Dale,Yate,Yate,12 May 18
108,27.99,Hannah Grubb,1,Margaret Nicholls,Ipswich,Ipswich,14 Apr 18
109,27.96,Catherine Unwin,1,,Jersey,St. Clement,8 Mar 18
110,27.95,Zoe Allan,1,Dennis Elkins,Dorchester,Bournemouth,13 May 18
111,27.06,Chloe Williams,3,Kim Weaving,Thanet AC,Tooting,18 Aug 18
112,26.55,Lorna Holt,1,Colin Allen,Oldham & Royton,Stretford,9 Jun 18
113,26.44,Rebecca Porter,2,,Herts Phoenix,Bedford,3 Jun 18
113,26.44,Abbie Johnstone,2,,Copeland,Whitehaven,24 Jun 18
115,26.42,Caitlin Davies,1,,Brecon,Brecon,25 Aug 18
116,26.17,Jacqueline Benson,1,Christopher Hobbs,Ashford AC,Ashford,14 Jul 18
117,26.15,Zara Wilson,1,,Northern Ireland Schs,Antrim,18 May 18
118,26.11,Zara Dowds,1,,Northern Ireland Schs,Antrim,18 May 18
119,26.04,Devon Matthews,1,John Mundy,Basildon,Ashford,29 Jul 18
120,25.87,Grace Munday,3,,Altrincham,Lancaster,10 Mar 18
121,25.31,Gwennan Lewis,1,Ryan Spencer-Jones,Newport H,Swansea,29 Jul 18
122,25.21,Ariela Richardson,1,,Southampton,Portsmouth,12 May 18
123,25.08,Sophia Odeh,1,,Leicester,Coventry,27 May 18
124,25.03,Shannon Dawes,1,Kevin Murch,Banbury,Derby,29 Jul 18
125,24.90,Catrina Davies,1,David Arnold,Neath,Swansea,10 Jun 18
126,24.61,Ellie Collins,3,Ian Robinson,Wrexham,Wrexham,4 Aug 18
127,23.97,Una Laqeretabua,3,David Hull,Tonbridge,Tonbridge,14 Apr 18
128,23.84,Joan Peedah,2,Jim Lawrence,Marshall Milton Keynes,Liverpool,8 Jul 18
129,23.66,Caitlin Davies,1,,Dyfed Schs,Cardiff,7 Jul 18
130,23.60,Sjannuke Rumley,1,,Ealing Southall & Middx,Horspath,29 Apr 18
131,23.35,Aimee Fellows,1,Jaime Walker,Chesterfield,Spinkhill,9 Sep 18
132,23.21,Rhianna Reynolds,2,John Shepherd,Kingston & Poly,Kingston,27 May 18
,34.34,Ivana Koynarova,2,,Bracknell AC,Crawley,20 May 18
,24.23,Denisa Mihalcea,2,Garry Power,Harrow,Reading,29 Apr 18
