Rank,Performance,Name,Year,Coach,Club,Venue,Date
40,37.94,Helena Madan,1,,Pembrokeshire,Connah's Quay,28 Aug 11
41,37.77,Bethany Jones,3,,Yate,Yate,14 May 11
42,37.69,Sarah White,1,Robert Earle,Colchester H,Colchester,29 Aug 11
43,37.67,Kathryn Wallace,1,,City of Lisburn,Antrim,13 Aug 11
44,37.31,Charlotte Gair,2,Paul Gair,Mansfield,Cardiff,24 Jul 11
45,37.29,Jenny Richards,1,,Cambridge & Coleridge,Watford,21 May 11
46,37.12,Samantha Milner,2,Malcolm Fenton,Blackheath & Bromley,Harrow,30 Jul 11
47,37.08,Hannah Searing,1,Paul Head,Dartford H,Bedford,9 Oct 11
48,36.84,Tannika Burgess,1,,Wolverhampton & Bilston,Wolverhampton,24 Jul 11
49,36.63,Philippa Jones,1,,City of York,Cudworth,14 May 11
50,36.62,Laura Maplethorpe,1,Kathleen Warhurst,Lincoln Wellington,Scunthorpe,24 Jul 11
51,36.46,Sophie Allen,2,,Tamworth,Tamworth,10 Jul 11
52,36.27,Laura Walker,1,Charlie Meite,Shildon,Glasgow,29 May 11
53,36.09,Amy Johnston,1,,Enfield & Haringey,Lee Valley,9 Apr 11
54,35.96,Evie Castle,2,,West Suffolk,Chelmsford,29 May 11
55,35.54,Ellie Norris,1,,Windsor Slough Eton & Hounslow,Hemel Hempstead,3 Sep 11
56,35.48,Dionne-Jay Campbell,1,,Wolverhampton & Bilston,Tipton,10 Jul 11
57,35.32,Kerri Cameron,2,,Nairn,Glasgow (S),16 Jul 11
58,35.01,Sophie Kelman,2,,Shetland,Sandown,29 Jun 11
59,34.78,Stacey Evenden,2,Paul Evenden,Leeds City,York,24 Jul 11
60,34.55,Linzi Boosey,2,,Thurrock,Chelmsford,15 May 11
61,34.25,Sinead O'Brien,1,Terry Letheby,Walton,Walton,9 Jul 11
62,34.21,Rachel Keys,2,,Regent House,Antrim,11 Jun 11
63,33.96,Liana Sims,2,,Poole Runners,Canterbury,3 Sep 11
64,33.93,Lisa McAlpine,2,Colin McCulloch,Pitreavie,Sportcity,10 Jul 11
65,33.88,Nina Prells,1,Renate Prells,Swansea,Swansea,5 Jun 11
66,33.78,Emma Phillips,3,,Poole Runners,Bedford,1 May 11
67,33.51,Coral Stewart,3,,Reading AC,Leeds,7 Aug 11
68,32.85,Trudy Williams,1,,Bridgend,Connah's Quay,28 Aug 11
69,32.71,Megan Thomas,1,,City of Norwich,Great Yarmouth,8 May 11
70,32.33,Gabriella Roseje,2,,Herne Hill,Kingston,5 Jun 11
71,32.19,Jane Bourne,2,,Birchfield H,Hereford,25 Sep 11
72,31.98,Georgina Cousins,1,,Blackheath & Bromley,Basildon,10 Jul 11
73,31.65,Alice Bramah,1,,Trafford,Wigan,7 May 11
74,31.55,Carrie Simpson,3,,Leeds City,Crawley,2 Jul 11
75,31.40,Holly Stroud,2,,Guildford & Godalming,Basildon,3 Sep 11
76,30.93,Katie Bland,2,,Bedford & County,Horsham,21 May 11
77,30.45,Katie Wood,1,,"Blackpool, Wyre & Fylde",Blackburn,14 Aug 11
78,30.14,Hannah Yates,1,Susan Taylor,Wakefield,Derby,3 Dec 11
79,30.11,Grace Jenkins,2,,Newham & Essex Beagles,Chelmsford,29 May 11
80,30.03,Victoria Onyeka,1,Paul Cheal,Woodford Green Essex Ladies,Hendon,28 Aug 11
81,29.75,Carly Kirkpatrick,2,,Orkney,Sandown,29 Jun 11
82,29.59,Vivian Salo,1,,Birchfield H,Rugby,4 Jun 11
83,29.30,Holly Gibson,4,,Cleethorpes,Bedford,8 Oct 11
84,29.13,Levak Limaviciute,3,,Team Glasgow,Gateshead,24 Jul 11
85,29.09,Lauren McKay,1,,Northern Ireland Schs,Antrim,20 May 11
86,29.03,Vicky Sefton,2,,Northern Ireland Schs,Antrim,20 May 11
87,28.83,Rebecca Keens,1,,Luton,Luton,20 Aug 11
88,28.81,Charlotte Lawson,2,Carolyn Franks,Cheltenham,Derby,28 Aug 11
89,28.48,Heidi Silcox,3,,Yeovil,Woking,9 Jul 11
90,27.78,Katherine Knight,2,Brian Kiernan,Havering,Hendon,4 Jun 11
91,27.50,Rebecca Fagan,1,,Telford AC,Tipton,10 Jul 11
92,27.31,Nneka Ofulue,2,Clyde Gordon,Shaftesbury Barnet,Winchester,6 Aug 11
93,27.09,Stephanie McNally,1,Philip Wells,Hereford,Worcester,3 Jul 11
94,27.01,Rebecca Makin,3,,Bolton,Blackburn,3 Jul 11
95,26.89,Bronagh Doherty,1,,Olympian Youth,Tullamore IRL,9 Jul 11
96,26.57,Melissa Timpson,1,,Orion,Walthamstow,30 Jul 11
97,26.26,Kathryn McCluggage,1,,Northern Ireland Schs,Antrim,20 May 11
98,25.60,Amy Cox,3,,Havering,Luton,10 Jul 11
99,25.16,Emily Rawlins F20/T20,3,Brian Spriggs,Sale Harriers Manchester,Watford,25 Jun 11
99,25.16,Ruth Doran,1,Roseanne Hutchinson,Liverpool Pembroke Sefton,Wigan,28 Aug 11
101,25.13,Emma Kirk-Odunubi,2,Bob Willows,Brighton & Hove,Canterbury,3 Sep 11
102,24.89,Lucy Croft,2,Philip Thomas,St. Helens Sutton,Warrington,4 Jun 11
103,24.88,Davine Dubidad,2,,Croydon,Croydon,21 May 11
104,24.80,Lucy Stickland,2,,Horsham Blue Star,Wormwood Scrubs,3 Sep 11
105,24.65,Hannah Barnes,1,,Hereford,Worcester,3 Jul 11
105,24.65,Kathryn Smith,1,,Royal Sutton Coldfield,Tipton,14 Aug 11
107,24.58,Serena Philips,1,,Croydon,Croydon,21 May 11
108,24.31,Charlotte Webb,2,Mark Wiseman,Reading AC,Hendon,28 Aug 11
109,24.19,Julia Walkden,3,,Exeter,Yeovil (Match 2),3 Sep 11
110,24.08,Bethany Valente,1,,Edinburgh AC,Sportcity,10 Jul 11
111,23.91,Amber Regardsoe,1,,Ashford AC,Erith,10 Jul 11
112,23.78,Chloe Elphick,1,Steve Hughes,Mansfield,Derby,28 Aug 11
113,23.68,Laura James,3,Mark Wiseman,Windsor Slough Eton & Hounslow,Bromley,24 Jul 11
114,23.58,Amy Hutchinson,1,Matthew Wood,Gateshead,Gateshead,27 Aug 11
115,23.39,Rebecca Johnston,3,,Notts,Nottingham,7 May 11
116,23.24,Kathryn Rothwell,2,John Hillier,Jersey,Kingston,5 Jun 11
