Rank,Performance,Name,Year,Coach,Club,Venue,Date
82,30.58,Kaitlin Enderwick,3,,Middlesbrough (Mandale),Rotherham,26 Jun 16
83,30.41,Indigo Johnson,1,,Diss,Cambridge,17 Jul 16
84,30.36,Abbey Cottam,1,Michael Cottam,Radley,Dartford,20 Aug 16
85,30.35,Caitlin Filby,3,,Dacorum,Croydon,9 Jul 16
86,30.31,Cara Azariah,1,Nigel Groves,Yeovil,Street,11 Jun 16
87,30.29,Ceri Jones,1,Gwyn Jones,Cardiff,Lee Valley,3 Jul 16
88,30.08,Hope Adex,1,,Trafford,Stretford,24 Jul 16
89,30.06,Frances Milburn,2,Paul Wilson,Kidderminster & Stourport,Stourport,24 Jul 16
90,30.01,Amy Walter,2,Barry Symonds,Oxford City,Horspath,9 Jul 16
91,29.54,Anna Stephens,1,,North Shields Poly,Gateshead,15 May 16
92,29.53,Chloe Rowberry,1,,Newark AC,Grantham,29 May 16
93,29.52,Alison Pringle,3,,Annan,Meadowmill,2 Aug 16
94,29.50,Ellie Smith,1,,Radley,Horspath,1 May 16
95,29.24,Melissa Bird,1,Carolyn Franks,Cheltenham,Gloucester,26 Jun 16
96,28.76,Molly Hartill,1,,Unattached,Narbonne FRA,8 May 16
97,28.44,Toni Buckingham,2,,Barnsley AC,Cudworth,3 Jul 16
98,28.41,Esther Lau,3,,Northern Ireland Schs,Tullamore IRL,5 Jun 16
99,28.33,Anna Stephens,1,,Northumberland Schs,Gateshead,11 Jun 16
100,28.23,Georgia Hulbert,1,Andrew Hughes,Bracknell AC,Bracknell,21 Feb 16
101,28.18,Keira Davies,1,,Doncaster,Doncaster,29 May 16
102,27.96,Evie Harris-Jenkins,1,Kevin Murch,Rugby & Northampton,Aldershot,2 Jul 16
103,27.94,Phoebe Francis,1,,Bingley,York,3 Sep 16
104,27.71,Amy Walker,3,,Oxford City,Horspath,17 Aug 16
105,27.50,Sydney Sopher,3,Carolyn Franks,Cheltenham,Oxford,13 Nov 16
106,27.49,Natalie Cockerell,1,,Thurrock,Grays,21 May 16
107,27.23,Sophie Fenner,1,Mark Newell,Cambridge H,Gillingham,9 Jul 16
108,27.11,Alyce McCurdie,2,Michael Swain,Wakefield,Wakefield,11 Sep 16
109,25.72,Chloe Bishop,3,,Somerset Schs,Street,11 Jun 16
110,25.69,Divine Oladipo,1,John Hillier,Blackheath & Bromley,Lee Valley,3 Jul 16
111,25.68,Chloe Billingham,3,Nick Phipps,Horsham Blue Star,Oxford,13 Nov 16
112,25.64,Lucy Dalton,3,,"Aldershot, Farnham & District",Par,20 Aug 16
113,25.60,Charlotte Mcivor,1,,Kingston upon Hull,Hull,24 Jul 16
114,25.48,Luisa Chantler Edmond,1,Peter O'Keefe,Radley,Walton,21 May 16
115,25.36,Katie Stark,1,Duncan Flockhart,Inverness,Inverness,14 May 16
116,25.24,Freya Dooner,1,Robert Halliwell,Wigan & District,Lee Valley,3 Jul 16
117,25.01,Emily Rowe,1,David Rowe,Liverpool H,Bebington,11 Jun 16
118,24.89,Amy Dowsett,1,Alan Jones,Great Yarmouth,Great Yarmouth,12 Jun 16
119,24.65,Anna Peers,3,Alan Morris,Chorley ATC,Blackburn,3 Jul 16
120,24.61,Iris Maxfield,2,Shaun Medlen,Orion,Chelmsford,14 May 16
121,24.55,Ellie Collins,1,Ian Robinson,Wrexham,Wrexham,4 Sep 16
122,24.01,Lily England,1,Clive Pengelly,Newquay & Par,Exeter,5 Jun 16
123,23.97,Jessica Lay,1,,Banbury,Brierley Hill,4 Jun 16
124,23.87,Megan Breen,3,,Herts Phoenix,Dartford,1 May 16
125,23.85,Michella Obijiaku,2,Anthony Soalla-Bell,Herne Hill,Rugby,4 Jun 16
126,23.79,Diana Pereira,2,Penny Butcher,Huntingdonshire,St. Ives,4 Sep 16
127,23.48,Megan Nagy,1,Mike Corden,Sheffield & Dearne,Sheffield,5 Jun 16
128,23.45,Jessica Cherry,2,Michael Burrell,Bicester,Banbury,1 May 16
129,23.42,Karolina Rehakova,1,,Cambridge & Coleridge,Cambridge,17 Jul 16
130,23.40,Nicole Gray,2,,Kingston upon Hull,Hull,24 Jul 16
131,23.15,Chloe Wilson,1,Hanno Fischer,Huntingdonshire,St. Albans,21 May 16
132,23.09,Anna Barnett,1,Herbert Kuenstlinger,Blackheath & Bromley,Sportcity,7 Aug 16
133,23.00,Lucy Conibear,1,Jeremy Dale,Yate,Yeovil,24 Jul 16
,34.33,Gabrielė Matulevičiūtė,3,,Colchester & Tendring,Luton,14 Aug 16
,30.29,Ivana Koynarova,1,,Bracknell AC,Peterborough,31 Dec 16
